식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D202-120000000-0039,피자_갈릭쉬림프피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,88,,4.25,,,,1.86,,,,,,148,,,,,,,,,,2.12,,3,식품의약품안전처,1130g,오르새피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0040,피자_갈릭쉬림프피자 오리지널 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,262,,11.76,,,,3.92,,,,,,407,,,,,,,,,,2.94,,3,식품의약품안전처,610g(,비스트로피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0041,피자_갈릭스테이크쉬림프피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,147,,8.00,,,,2.67,,,,,,252,,,,,,,,,,2.34,,3,식품의약품안전처,1197g,피자탑,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0042,피자_갈릭스테이크피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,276,,15.00,,,,4.00,,,,,,397,,,,,,,,,,4.00,,3,식품의약품안전처,1396g,업텐브로피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0043,피자_갈릭스테이크피자 오리지널 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,258,,10.68,,,,4.85,,,,,,358,,,,,,,,,,2.91,,3,식품의약품안전처,620g(,비스트로피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0044,피자_갈릭페퍼스테이크피자 (F),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,267,,12.40,,,,5.43,,,,,,648,,,,,,,,,,3.88,,3,식품의약품안전처,1036g,파파존스,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0045,피자_갈릭페퍼스테이크피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,267,,11.98,,,,5.21,,,,,,647,,,,,,,,,,4.17,,3,식품의약품안전처,770g(,파파존스,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0046,피자_갈릭페퍼스테이크피자 (P),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,265,,12.12,,,,5.30,,,,,,644,,,,,,,,,,3.79,,3,식품의약품안전처,1316g,파파존스,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0047,피자_갈릭홀릭피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,286,,15.13,,,,4.79,,,,,,451,,,,,,,,,,6.30,,3,식품의약품안전처,950g(,비토랩,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0048,피자_갈릭홀릭피자 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,285,,15.18,,,,4.82,,,,,,451,,,,,,,,,,6.25,,3,식품의약품안전처,670g(,비토랩,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0049,피자_갈비앤치킨피자 씬 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,207,,10.00,,,,6.67,,,,,,545,,,,,,,,,,2.75,,3,식품의약품안전처,960g(,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0050,피자_갈비앤치킨피자 씬 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,206,,9.57,,,,6.38,,,,,,547,,,,,,,,,,2.66,,3,식품의약품안전처,564g(,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0051,피자_감자베이컨피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,285,,6.31,,,,3.30,,,,,,349,,,,,,,,,,0.97,,3,식품의약품안전처,830g(,피자애,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0052,피자_감자별한웅큼피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,248,,11.28,,,,3.24,,,,,,332,,,,,,,,,,4.65,,3,식품의약품안전처,1227g,청년피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0053,피자_감자피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,264,,12.03,,,,4.22,,,,,,426,,,,,,,,,,3.45,,3,식품의약품안전처,929g(,피자와치킨의러브레터,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0054,피자_강냉이털어피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,268,,14.00,,,,5.00,,,,,,274,,,,,,,,,,5.00,,3,식품의약품안전처,931g(,피굽남피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0055,피자_걱정말아요허니피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,272,,12.91,,,,4.03,,,,,,458,,,,,,,,,,4.26,,3,식품의약품안전처,742g(,뽕뜨락피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0056,피자_고객의실수피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,259,,14.29,,,,2.18,,,,,,303,,,,,,,,,,5.94,,3,식품의약품안전처,1060g,비토랩,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0057,피자_고객의실수피자 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,260,,14.39,,,,2.16,,,,,,304,,,,,,,,,,5.97,,3,식품의약품안전처,835g(,비토랩,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0058,피자_고구마랍스터볼크림피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,266,,14.00,,,,4.00,,,,,,413,,,,,,,,,,6.00,,3,식품의약품안전처,1103g,업텐브로피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0059,피자_고구마무스베이컨피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,231,,11.00,,,,12.16,,,,,,388,,,,,,,,,,3.16,,3,식품의약품안전처,1072g,네오피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0060,피자_고구마무스피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,222,,10.58,,,,15.73,,,,,,347,,,,,,,,,,2.53,,3,식품의약품안전처,920g(,네오피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0061,피자_고구마무스피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,216,,9.07,,,,9.26,,,,,,374,,,,,,,,,,2.30,,3,식품의약품안전처,1000g,킹스타피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0062,피자_고구마무스피자 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,212,,9.45,,,,10.03,,,,,,338,,,,,,,,,,2.32,,3,식품의약품안전처,775g(,킹스타피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0063,피자_고구마베이컨피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,248,,11.98,,,,9.42,,,,,,407,,,,,,,,,,4.22,,3,식품의약품안전처,1016g,네오피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0064,피자_고구마베이컨피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,238,,6.65,,,,5.29,,,,,,310,,,,,,,,,,3.53,,3,식품의약품안전처,1179g,왕손피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0065,피자_고구마스위트피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,277,,9.33,,,,8.67,,,,,,306,,,,,,,,,,4.00,,3,식품의약품안전처,1201g,피자헤븐,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0066,피자_고구마파인애플피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,250,,12.43,,,,8.25,,,,,,340,,,,,,,,,,3.88,,3,식품의약품안전처,1030g,오르새피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0067,피자_고구마피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,252,,11.74,,,,10.35,,,,,,373,,,,,,,,,,4.13,,3,식품의약품안전처,904g(,네오피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0068,피자_고구마피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,252,,9.66,,,,7.73,,,,,,413,,,,,,,,,,2.90,,3,식품의약품안전처,826g(,오구쌀피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0069,피자_고구마피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,252,,12.55,,,,7.35,,,,,,343,,,,,,,,,,3.92,,3,식품의약품안전처,1020g,오르새피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0070,피자_고구마피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,225,,9.28,,,,10.36,,,,,,370,,,,,,,,,,3.09,,3,식품의약품안전처,865g(,킹스타피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0071,피자_고구마피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,229,,12.00,,,,13.33,,,,,,608,,,,,,,,,,2.67,,3,식품의약품안전처,928g(,피자나라치킨공주,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0072,피자_고구마피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,252,,8.57,,,,3.81,,,,,,324,,,,,,,,,,3.43,,3,식품의약품안전처,1260g,피자알볼로,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0073,피자_고구마피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,292,,6.00,,,,5.45,,,,,,340,,,,,,,,,,1.40,,3,식품의약품안전처,880g(,피자애,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0074,피자_고구마피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,307,,8.27,,,,5.26,,,,,,198,,,,,,,,,,5.26,,3,식품의약품안전처,1060g,피자에땅,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0075,피자_고구마피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,271,,9.79,,,,7.78,,,,,,385,,,,,,,,,,4.30,,3,식품의약품안전처,905g(,피제이피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0076,피자_고구마피자 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,229,,7.98,,,,9.72,,,,,,340,,,,,,,,,,3.00,,3,식품의약품안전처,600g(,킹스타피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0077,피자_고구마피자 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,253,,7.69,,,,4.40,,,,,,330,,,,,,,,,,3.41,,3,식품의약품안전처,725g(,피자알볼로,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0078,피자_고구마피자 (XL),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,347,,23.80,,,,7.40,,,,,,436,,,,,,,,,,7.80,,3,식품의약품안전처,1144g,봉수아피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0079,피자_고구마피자 고구마피자 크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,232,,10.07,,,,5.04,,,,,,301,,,,,,,,,,1.73,,3,식품의약품안전처,1112g,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0080,피자_고구마피자 고구마피자 크러스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,235,,9.26,,,,5.56,,,,,,296,,,,,,,,,,1.67,,3,식품의약품안전처,648g(,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0081,피자_고구마피자 골드스윗 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,263,,12.21,,,,3.82,,,,,,363,,,,,,,,,,6.11,,3,식품의약품안전처,1046g,7번가피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0082,피자_고구마피자 골드스윗 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,262,,12.00,,,,4.00,,,,,,363,,,,,,,,,,5.00,,3,식품의약품안전처,803g(,7번가피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0083,피자_고구마피자 라이스골드 (F),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,240,,13.76,,,,4.34,,,,,,139,,,,,,,,,,3.74,,3,식품의약품안전처,1865g,임실N치즈피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0084,피자_고구마피자 라이스골드 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,254,,13.62,,,,3.54,,,,,,132,,,,,,,,,,4.27,,3,식품의약품안전처,1401g,임실N치즈피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0085,피자_고구마피자 라이스골드 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,261,,14.25,,,,3.38,,,,,,131,,,,,,,,,,4.30,,3,식품의약품안전처,782g(,임실N치즈피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0086,피자_고구마피자 라이스바이트 (F),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,248,,12.91,,,,3.73,,,,,,182,,,,,,,,,,3.49,,3,식품의약품안전처,1947g,임실N치즈피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0087,피자_고구마피자 라이스바이트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,257,,13.41,,,,4.05,,,,,,102,,,,,,,,,,1.78,,3,식품의약품안전처,1481g,임실N치즈피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0088,피자_고구마피자 리코타링 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,263,,12.50,,,,3.33,,,,,,397,,,,,,,,,,5.83,,3,식품의약품안전처,956g(,7번가피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0089,피자_고구마피자 리코타링 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,264,,12.43,,,,3.78,,,,,,399,,,,,,,,,,5.41,,3,식품의약품안전처,738g(,7번가피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0090,피자_고구마피자 밀스크린 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,240,,10.66,,,,4.10,,,,,,380,,,,,,,,,,1.72,,3,식품의약품안전처,976g(,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0091,피자_고구마피자 밀스크린 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,234,,10.11,,,,4.49,,,,,,362,,,,,,,,,,1.57,,3,식품의약품안전처,534g(,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0092,피자_고구마피자 밀스크린고구마피자 크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,236,,9.70,,,,5.22,,,,,,355,,,,,,,,,,1.64,,3,식품의약품안전처,1072g,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0093,피자_고구마피자 밀스크린고구마피자 크러스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,231,,9.18,,,,5.10,,,,,,338,,,,,,,,,,1.53,,3,식품의약품안전처,588g(,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0094,피자_고구마피자 밀스크린체다크림크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,237,,10.37,,,,5.93,,,,,,424,,,,,,,,,,1.78,,3,식품의약품안전처,1080g,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0095,피자_고구마피자 밀스크린체다크림크러스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,231,,9.09,,,,6.06,,,,,,413,,,,,,,,,,1.72,,3,식품의약품안전처,594g(,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0096,피자_고구마피자 밀스크린치즈크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,233,,11.19,,,,3.73,,,,,,392,,,,,,,,,,1.79,,3,식품의약품안전처,1072g,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0097,피자_고구마피자 밀스크린치즈크러스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,225,,10.00,,,,4.00,,,,,,380,,,,,,,,,,1.70,,3,식품의약품안전처,600g(,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0098,피자_고구마피자 백미 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,177,,7.18,,,,3.51,,,,,,130,,,,,,,,,,2.30,,3,식품의약품안전처,971g(,임실N치즈피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0099,피자_고구마피자 백미 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,181,,6.38,,,,2.96,,,,,,108,,,,,,,,,,1.88,,3,식품의약품안전처,592g(,임실N치즈피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0100,피자_고구마피자 백미스크린 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,233,,10.08,,,,6.72,,,,,,364,,,,,,,,,,1.68,,3,식품의약품안전처,952g(,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0101,피자_고구마피자 백미스크린 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,229,,9.30,,,,6.98,,,,,,350,,,,,,,,,,1.51,,3,식품의약품안전처,516g(,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0102,피자_고구마피자 백미스크린치즈크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,227,,10.77,,,,6.15,,,,,,380,,,,,,,,,,1.77,,3,식품의약품안전처,1040g,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0103,피자_고구마피자 백미스크린치즈크러스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,221,,10.31,,,,7.22,,,,,,369,,,,,,,,,,1.65,,3,식품의약품안전처,582g(,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0104,피자_고구마피자 석쇠 (F),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,240,,12.92,,,,4.39,,,,,,139,,,,,,,,,,2.40,,3,식품의약품안전처,1442g,임실N치즈피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0105,피자_고구마피자 석쇠 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,257,,12.15,,,,2.80,,,,,,365,,,,,,,,,,4.67,,3,식품의약품안전처,856g(,7번가피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0106,피자_고구마피자 석쇠 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,242,,12.98,,,,4.38,,,,,,141,,,,,,,,,,2.39,,3,식품의약품안전처,1041g,임실N치즈피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0107,피자_고구마피자 석쇠 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,258,,12.12,,,,3.03,,,,,,365,,,,,,,,,,4.24,,3,식품의약품안전처,658g(,7번가피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0108,피자_고구마피자 석쇠 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,244,,13.07,,,,4.33,,,,,,141,,,,,,,,,,2.36,,3,식품의약품안전처,532g(,임실N치즈피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
D202-120000000-0109,피자_고구마피자 씬 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,238,,10.64,,,,4.26,,,,,,278,,,,,,,,,,3.19,,3,식품의약품안전처,752g(,지정환피자,2,수집,2022-10-30,2023-01-05,1471000,식품의약품안전처
